epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.58889240026474,0.0010000000474974513,1.2301486730575562,0.2745961844921112,2.908073902130127
1,0.7340308427810669,0.0010000000474974513,0.7848883867263794,0.3872980773448944,2.887908697128296
2,0.7828823328018188,0.0010000000474974513,0.6473801732063293,0.46035242080688477,2.9643378257751465
3,0.8237885236740112,0.0010000000474974513,0.5307047367095947,0.7518355250358582,0.8263154625892639
4,0.8475456237792969,0.0010000000474974513,0.4605013132095337,0.7511013150215149,0.7524763345718384
